year,title,imdbid,id,rating,directors,writers,cast,directors_male,directors_female,writers_male,writers_female,cast_male,cast_female
2021,The Worst Person in the World,10370710.0,10193,3,1.0,2.0,-1.5,1.0,0.0,2.0,0.0,20.0,21.5
1959,Come Dance with Me!,53428.0,3442,3,1.0,0.5,10.0,1.0,0.0,3.0,2.5,16.0,6.0
2013,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,2457282.0,4980,3,1.0,0.0,-21.0,1.0,0.0,0.0,0.0,5.0,26.0
2018,Dog Days,7365604.0,8521,3,1.0,-3.0,2.0,1.0,0.0,0.0,3.0,22.5,20.5
1952,Clash by Night,44502.0,3403,3,1.0,2.0,21.0,1.0,0.0,2.0,0.0,30.0,9.0
2016,"Untamed, The",5265960.0,7760,3,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,3.5,6.0
2012,Sassy Pants,1822302.0,4314,3,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,12.0,12.5
2014,Cooties,2490326.0,6488,1,1.5,2.0,4.0,1.5,0.0,3.0,1.0,21.0,17.0
2007,Beowulf,442933.0,3086,3,1.0,2.0,27.5,1.0,0.0,2.0,0.0,38.0,10.5
2021,Passing,8893974.0,10121,3,-1.0,-2.0,9.0,0.0,1.0,0.0,2.0,20.0,11.0
1989,Back to the Future Part II,96874.0,150,3,1.0,5.0,23.5,1.0,0.0,5.0,0.0,38.5,15.0
2011,Yelling to the Sky,1504508.0,6525,3,-1.0,-1.0,11.0,0.0,1.0,0.0,1.0,15.0,4.0
2013,Mt. Zion,2580928.0,3883,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,6.5,2.5
2015,Mad Max: Fury Road,1392190.0,6242,3,1.0,3.0,22.0,1.0,0.0,3.0,0.0,44.0,22.0
2000,Miss Congeniality,212346.0,655,3,1.0,-1.0,2.5,1.0,0.0,1.0,2.0,46.5,44.0
2020,"world to come, The",9738716.0,10127,3,-1.0,3.0,-2.0,0.0,1.0,3.0,0.0,4.0,6.0
2009,Nasty Old People,1527679.0,5251,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.0
1991,Critters 3,101627.0,2913,3,-1.0,6.0,9.5,0.0,1.0,6.0,0.0,17.0,7.5
2001,Rat Race,250687.0,5426,3,1.0,1.0,27.0,1.0,0.0,1.0,0.0,66.0,39.0
1998,American History X,120586.0,2548,2,1.0,1.0,29.5,1.0,0.0,1.0,0.0,38.5,9.0
1961,A Taste of Honey,55506.0,4539,3,1.0,-1.0,-3.0,1.0,0.0,1.0,2.0,9.0,12.0
2007,Atonement,783233.0,949,3,1.0,2.0,17.0,1.0,0.0,2.0,0.0,45.5,28.5
2005,Son of the Mask,362165.0,4711,1,1.0,1.0,16.5,1.0,0.0,1.0,0.0,37.5,21.0
2012,In The Dark Half,1764645.0,5168,3,1.0,-1.0,10.5,1.0,0.0,0.0,1.0,36.0,25.5
2008,Twilight,1099212.0,501,3,-1.0,-1.0,14.5,0.0,1.0,0.0,1.0,27.5,13.0
2005,Elizabethtown,368709.0,8908,3,0.5,0.5,20.5,0.5,0.0,0.5,0.0,61.5,41.0
1948,Abbott and Costello Meet Frankenstein,40068.0,10163,3,2.0,3.5,11.0,2.0,0.0,4.0,0.5,15.5,4.5
2018,Maze Runner: The Death Cure,4500922.0,8056,3,1.0,1.0,19.5,1.0,0.0,1.0,0.0,27.5,8.0
1928,"Crowd, The",18806.0,5912,1,1.0,5.0,5.5,1.0,0.0,5.0,0.0,11.5,6.0
2012,Price Check,1845849.0,3743,3,1.0,1.0,8.0,1.0,0.0,1.0,0.0,22.5,14.5
1983,Christine,85333.0,455,1,1.0,2.0,20.5,1.0,0.0,2.0,0.0,26.5,6.0
2017,Sand Castle,2582576.0,7909,0,1.0,0.5,19.5,1.0,0.0,0.5,0.0,20.5,1.0
1986,"Manhattan Project, The",91472.0,7472,2,1.0,2.0,39.0,1.0,0.0,2.0,0.0,49.0,10.0
1959,Anatomy of a Murder,52561.0,4199,1,1.0,2.0,23.5,1.0,0.0,2.0,0.0,25.5,2.0
1961,Lola,55093.0,9268,2,1.0,1.0,-3.5,1.0,0.0,1.0,0.0,9.5,13.0
1996,"Truth About Cats &amp; Dogs, The",117979.0,4890,3,1.0,-1.0,5.5,1.0,0.0,0.0,1.0,14.0,8.5
2000,Blinkende lygter (&#39;Flickering Lights&#39;),236027.0,4734,1,1.0,1.0,19.0,1.0,0.0,1.0,0.0,25.0,6.0
1946,"Big Sleep, The",38355.0,971,1,1.0,2.5,22.5,1.0,0.0,3.0,0.5,33.5,11.0
2014,Nar dyrene drommer,2818178.0,7431,1,1.0,4.0,4.0,1.0,0.0,4.0,0.0,7.0,3.0
1972,State of Siege,70959.0,7544,0,0.0,2.0,28.0,0.0,0.0,2.0,0.0,38.0,10.0
2013,"Boy and the World, The",3183630.0,5085,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0
2010,I Will Follow,1624426.0,6493,3,-1.0,-1.0,1.0,0.0,1.0,0.0,1.0,7.0,6.0
2010,"Tempest, The",1274300.0,1653,3,-1.0,0.0,8.0,0.0,1.0,1.0,1.0,10.0,2.0
1961,Mothra,55198.0,6448,0,0.0,2.0,47.0,0.0,0.0,3.0,1.0,57.5,10.5
2001,"Glass House, The",221218.0,4958,3,1.0,1.0,3.0,1.0,0.0,1.0,0.0,17.0,14.0
2006,Crank,479884.0,289,0,2.0,2.0,31.0,2.0,0.0,2.0,0.0,43.0,12.0
1994,In the Mouth of Madness,113409.0,5206,1,1.0,1.0,18.5,1.0,0.0,1.0,0.0,28.5,10.0
2014,Primero De Enero,3263732.0,6958,3,-1.0,-1.0,13.5,0.0,1.0,0.0,1.0,20.5,7.0
1981,Outland,82869.0,2753,1,1.0,1.0,18.0,1.0,0.0,1.0,0.0,26.0,8.0
2006,Little Miss Sunshine,449059.0,648,3,0.0,1.0,5.0,1.0,1.0,1.0,0.0,24.5,19.5
2005,Turtles Are Surprisingly Fast Swimmers,455577.0,5372,3,1.0,1.0,7.0,1.0,0.0,1.0,0.0,8.0,1.0
2014,Avis de mistral,3013588.0,5790,3,-1.0,-1.0,11.0,0.0,1.0,0.0,1.0,21.0,10.0
2007,Hot Rod,787475.0,419,1,1.0,-1.0,16.5,1.0,0.0,0.0,1.0,32.5,16.0
2004,"SpongeBob SquarePants Movie, The",345950.0,7478,3,2.0,8.0,30.0,2.0,0.0,8.0,0.0,35.5,5.5
1955,My Sister Eileen,48401.0,6615,3,1.0,2.5,34.0,1.0,0.0,3.5,1.0,51.0,17.0
2006,Silent Hill,384537.0,793,3,1.0,1.0,-26.5,1.0,0.0,1.0,0.0,10.5,37.0
1953,Mr. Hulot&#39;s Holiday,46487.0,5937,3,1.0,8.0,10.0,1.0,0.0,8.0,0.0,17.0,7.0
1952,"Snows of Kilimanjaro, The",45162.0,6941,1,2.0,1.0,25.0,2.0,0.0,1.0,0.0,39.0,14.0
1975,"Stepford Wives, The",73747.0,293,3,1.0,0.0,6.5,1.0,0.0,1.0,1.0,18.0,11.5
2014,X-Men: Days of Future Past,1877832.0,5499,1,1.0,4.0,57.0,1.0,0.0,5.0,1.0,75.5,18.5
1984,Johnny Dangerously,87507.0,6523,3,-1.0,2.5,39.0,0.0,1.0,3.0,0.5,53.0,14.0
2002,Valami Amerika,303184.0,7618,1,1.0,2.0,6.0,1.0,0.0,2.0,0.0,29.0,23.0
2021,Don&#146;t Look Up,11286314.0,10168,3,1.0,3.0,43.0,1.0,0.0,3.0,0.0,102.0,59.0
1972,Jeremiah Johnson,68762.0,2924,1,0.5,5.0,9.0,0.5,0.0,5.0,0.0,10.5,1.5
1995,Dead Man Walking,112818.0,8451,3,1.0,0.0,17.0,1.0,0.0,1.0,1.0,38.5,21.5
1958,Mon Oncle,50706.0,2823,3,1.0,3.0,3.5,1.0,0.0,3.0,0.0,12.5,9.0
2018,Meio Irmao,6678876.0,9011,3,-1.0,-1.0,3.0,0.0,1.0,0.0,1.0,5.0,2.0
1958,Dracula (Horror of Dracula),51554.0,2476,3,1.0,2.0,10.5,1.0,0.0,2.0,0.0,17.0,6.5
1995,"Net, The",113957.0,2914,3,1.0,2.0,21.0,1.0,0.0,2.0,0.0,37.5,16.5
2008,Indiana Jones and the Kingdom of the Crystal Skull,367882.0,1050,1,1.0,5.0,42.0,1.0,0.0,5.0,0.0,57.5,15.5
1986,Pretty in Pink,91790.0,4315,3,1.0,1.0,7.5,1.0,0.0,1.0,0.0,20.5,13.0
2017,Jusqu&#39;a la garde (Custody),6002232.0,8751,3,1.0,1.0,2.5,1.0,0.0,1.0,0.0,16.5,14.0
1981,Time Bandits,81633.0,2697,1,0.5,1.5,33.0,0.5,0.0,1.5,0.0,40.0,7.0
1940,"Great Dictator, The",32553.0,3470,3,1.0,1.0,50.5,1.0,0.0,1.0,0.0,60.5,10.0
2000,Old School,248254.0,8769,1,0.0,3.0,16.5,0.0,0.0,3.0,0.0,21.0,4.5
2013,For Elisa,2403419.0,4996,3,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,6.0,7.0
1989,My Left Foot,97937.0,7269,3,1.0,1.0,2.5,1.0,0.0,2.0,1.0,30.0,27.5
2002,Antwone Fisher,168786.0,4895,1,1.0,0.0,1.5,1.0,0.0,0.0,0.0,28.0,26.5
1983,Strange Brew,86373.0,8326,1,2.0,3.0,23.0,2.0,0.0,3.0,0.0,29.0,6.0
1996,Broken Arrow,115759.0,431,0,1.0,1.0,21.0,1.0,0.0,1.0,0.0,24.0,3.0
2003,Sylvia,325055.0,9084,3,-1.0,1.0,4.0,0.0,1.0,1.0,0.0,17.5,13.5
2012,Snow White,1854513.0,6793,3,1.0,3.0,5.0,1.0,0.0,3.0,0.0,16.0,11.0
2005,Mr. &amp; Mrs. Smith,356910.0,3619,2,1.0,1.0,23.5,1.0,0.0,1.0,0.0,59.5,36.0
2003,Mystic River,327056.0,3848,3,1.0,2.0,58.0,1.0,0.0,2.0,0.0,72.0,14.0
1965,Viva Maria!,59956.0,3475,3,1.0,2.0,13.0,1.0,0.0,2.0,0.0,17.0,4.0
1996,Evita,116250.0,7630,3,1.0,3.0,36.0,1.0,0.0,3.0,0.0,71.0,35.0
2012,Lore,1996310.0,3953,3,-1.0,-1.5,4.0,0.0,1.0,0.5,2.0,17.0,13.0
2000,Tully,212604.0,605,0,-1.0,1.0,8.0,0.0,1.0,2.0,1.0,15.0,7.0
2014,Dumb and Dumber 2,2096672.0,8328,3,2.0,9.0,50.5,2.0,0.0,9.0,0.0,89.5,39.0
1976,Silent Movie,75222.0,2367,1,-0.5,3.5,23.5,0.0,0.5,4.0,0.5,35.5,12.0
2011,Coup d&#39;&eacute;clat,1900856.0,2870,3,1.0,5.5,9.5,1.0,0.0,6.0,0.5,16.5,7.0
2019,Last Christmas,8623904.0,8899,3,1.0,-1.0,14.5,1.0,0.0,2.0,3.0,45.0,30.5
1946,Great Expectations,38574.0,9182,2,1.0,6.0,17.0,1.0,0.0,6.0,0.0,23.0,6.0
2016,"Choice, The",3797868.0,8272,3,1.0,2.0,-1.0,1.0,0.0,2.0,0.0,26.0,27.0
1972,All the Way Boys,69095.0,9774,0,1.0,1.5,14.0,1.0,0.0,2.5,1.0,14.0,0.0
2011,Higher Ground,1562568.0,2719,3,-1.0,-1.0,6.0,0.0,1.0,1.0,2.0,29.5,23.5
1954,Three Coins in the Fountain,47580.0,4048,3,1.0,2.0,10.0,1.0,0.0,2.0,0.0,20.0,10.0
2009,"Imaginarium of Doctor Parnassus, The",1054606.0,696,1,0.5,1.5,18.0,0.5,0.0,1.5,0.0,44.5,26.5
1998,Scooby-Doo on Zombie Island,166792.0,3447,3,1.0,5.0,6.0,1.0,0.0,5.0,0.0,10.0,4.0
2010,Camp Rock 2: The Final Jam,1252380.0,2261,3,1.0,-3.0,3.5,1.0,0.0,2.0,5.0,33.0,29.5
2009,Triangle,1187064.0,5889,3,1.0,1.0,3.0,1.0,0.0,1.0,0.0,6.0,3.0
2008,Sauna,1124394.0,1628,1,0.0,1.0,14.0,0.0,0.0,1.0,0.0,21.0,7.0
2002,"Importance of Being Earnest, The",278500.0,1562,3,1.0,2.0,-3.0,1.0,0.0,2.0,0.0,14.5,17.5
1977,Close Encounters of the Third Kind,75860.0,3610,1,1.0,5.0,45.5,1.0,0.0,5.0,0.0,51.0,5.5
1995,Indira,121401.0,9958,2,-1.0,-0.5,-1.0,0.0,1.0,0.5,1.0,1.0,2.0
1978,"Wiz, The",78504.0,5331,3,0.5,2.0,24.0,0.5,0.0,2.0,0.0,76.0,52.0
1947,Good News,39431.0,1679,2,1.0,2.5,10.5,1.0,0.0,4.5,2.0,25.5,15.0
2009,According to Greta,1059925.0,3997,3,-1.0,1.0,20.0,0.0,1.0,1.0,0.0,25.5,5.5
2004,Crimes of Fashion,414923.0,4389,3,1.0,1.0,5.5,1.0,0.0,1.0,0.0,15.0,9.5
1959,North By Northwest,53125.0,2228,1,1.0,1.0,75.5,1.0,0.0,1.0,0.0,99.5,24.0
1957,Sorority Girl,50998.0,4559,3,1.0,2.0,-6.5,1.0,0.0,2.0,0.0,2.0,8.5
1999,Sweet and Lowdown,158371.0,6888,1,1.0,1.0,43.0,1.0,0.0,1.0,0.0,63.5,20.5
2009,Dance Subaru,1230424.0,3846,3,0.0,2.0,-0.5,0.0,0.0,2.0,0.0,3.0,3.5
1943,Judo Saga (Sanshiro Sugata),36400.0,4699,0,0.5,1.5,5.5,0.5,0.0,1.5,0.0,6.5,1.0
2015,Carol,2402927.0,6563,3,1.0,-2.0,30.5,1.0,0.0,0.0,2.0,54.5,24.0
1994,See How They Fall,110958.0,6154,1,1.0,1.0,12.0,1.0,0.0,2.0,1.0,15.0,3.0
1951,Diary of a Country Priest,42619.0,2989,1,1.0,2.0,3.5,1.0,0.0,2.0,0.0,10.5,7.0
1947,Dishonored Lady,39324.0,8646,3,1.0,3.0,25.0,1.0,0.0,4.0,1.0,28.0,3.0
1972,When Michael Calls,67977.0,2087,2,1.0,2.0,8.5,1.0,0.0,2.0,0.0,11.5,3.0
2008,Everlasting Moments,961066.0,2614,3,1.0,0.0,13.0,1.0,0.0,2.0,2.0,43.0,30.0
2018,"Strangers: Prey At Night, The",1285009.0,10146,3,1.0,2.0,-0.5,1.0,0.0,2.0,0.0,6.0,6.5
2004,Million Dollar Baby,405159.0,1148,3,1.0,1.0,34.0,1.0,0.0,1.0,0.0,53.0,19.0
1939,Of Mice and Men,31742.0,2851,1,1.0,3.0,8.5,1.0,0.0,3.0,0.0,13.5,5.0
1925,"Lost World, The",16039.0,5514,2,1.0,0.0,11.5,1.0,0.0,1.0,1.0,16.0,4.5
1991,JFK,102138.0,7200,3,1.0,4.0,152.0,1.0,0.0,4.0,0.0,189.5,37.5
1930,Murder!,21165.0,7291,3,1.0,0.0,1.0,1.0,0.0,2.0,2.0,13.0,12.0
2009,Madeo,1216496.0,678,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.5,3.5
2017,Justice League,974015.0,7906,3,1.0,9.0,32.5,1.0,0.0,9.0,0.0,93.5,61.0
2009,&quot;Chess in Concert&quot;,1340768.0,1111,1,1.0,1.0,10.0,1.0,0.0,1.0,0.0,21.5,11.5
1950,Orpheus,41719.0,3295,2,1.0,1.0,17.5,1.0,0.0,1.0,0.0,21.0,3.5
2011,"Peace, Love, &amp; Misunderstanding",1649780.0,4485,3,1.0,0.0,-3.0,1.0,0.0,1.0,1.0,20.5,23.5
2007,La vie en rose,450188.0,3129,3,1.0,0.0,18.0,1.0,0.0,1.0,1.0,59.0,41.0
1956,"Unguarded Moment, The",49904.0,8358,1,1.0,2.0,8.5,1.0,0.0,3.0,1.0,18.5,10.0
2011,Drengen der ikke kunne svomme,1961281.0,7138,0,1.0,1.0,4.5,1.0,0.0,1.0,0.0,6.0,1.5
1965,Invasion of Astro-Monster,59346.0,6346,2,0.0,1.0,16.0,0.0,0.0,1.0,0.0,19.0,3.0
2008,Fireproof,1129423.0,1709,2,1.0,2.0,3.5,1.0,0.0,2.0,0.0,24.5,21.0
2009,"Girl Who Kicked the Hornets&#39; Nest, The",1343097.0,2125,3,1.0,3.0,9.0,1.0,0.0,3.0,0.0,26.0,17.0
2011,Our Idiot Brother,1637706.0,3021,3,1.0,1.0,0.0,1.0,0.0,3.0,2.0,23.0,23.0
2004,"Butterfly Effect, The",289879.0,104,2,1.0,1.0,20.5,1.0,0.0,1.0,0.0,33.5,13.0
2018,Z-O-M-B-I-E-S,6878820.0,8199,3,1.0,4.0,-1.0,1.0,0.0,4.0,0.0,34.5,35.5
1989,Shirley Valentine,98319.0,1103,3,1.0,2.0,-9.5,1.0,0.0,2.0,0.0,10.5,20.0
2003,Intolerable Cruelty,138524.0,5806,3,2.0,7.0,9.0,2.0,0.0,7.0,0.0,26.0,17.0
1917,Rebecca of Sunnybrook Farm,8499.0,1993,3,1.0,-3.0,-3.5,1.0,0.0,0.0,3.0,5.0,8.5
2014,Mike and I,3804984.0,6307,1,1.0,1.0,4.0,1.0,0.0,1.0,0.0,6.0,2.0
2015,Baahubali: The Beginning,2631186.0,6855,1,0.0,2.0,-2.0,0.0,0.0,2.0,0.0,5.0,7.0
1980,Superman II,81573.0,4282,3,2.0,5.5,65.0,2.0,0.0,6.0,0.5,79.5,14.5
2016,Barbershop: The Next Cut,3628584.0,8373,3,1.0,0.0,14.0,1.0,0.0,1.0,1.0,36.5,22.5
1993,"Sandlot, The",108037.0,899,0,1.0,2.0,23.0,1.0,0.0,2.0,0.0,27.5,4.5
2019,Fast &amp; Furious Presents: Hobbs &amp; Shaw,6806448.0,8808,2,1.0,3.0,49.5,1.0,0.0,3.0,0.0,73.0,23.5
2010,Blue Valentine,1120985.0,2088,2,1.0,1.0,4.0,1.0,0.0,2.0,1.0,17.0,13.0
2014,Pompeii,1921064.0,5196,3,1.0,0.5,25.0,1.0,0.0,1.5,1.0,32.0,7.0
2007,August Rush,426931.0,10107,3,-1.0,4.0,31.0,0.0,1.0,4.0,0.0,49.0,18.0
2008,"Women, The",430770.0,355,3,-1.0,-4.0,-47.0,0.0,1.0,0.0,4.0,1.0,48.0
2013,Beltracchi: The Art of Forgery,3212568.0,5142,1,1.0,1.0,4.0,1.0,0.0,1.0,0.0,6.0,2.0
2017,A Man Wanted (Hatooly Ragel),6539420.0,8403,2,1.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,4.0
2003,De gr&oslash;nne slagtere (&#39;Green Butchers&#39;),342492.0,4723,1,1.0,1.0,9.5,1.0,0.0,1.0,0.0,24.0,14.5
2014,Fields of the Dead,3186838.0,5157,3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,8.0,7.0
2015,Daddy&#39;s Home,1528854.0,6651,1,1.0,4.0,26.5,1.0,0.0,4.0,0.0,70.5,44.0
2011,Lemonade Mouth,1648204.0,5502,3,-1.0,0.0,23.5,0.0,1.0,1.0,1.0,43.5,20.0
2010,Jo&#39;s Boy,1548603.0,3157,0,1.0,1.0,17.5,1.0,0.0,1.0,0.0,26.0,8.5
2013,Jurassic Attack,2303110.0,3900,2,1.0,1.0,12.0,1.0,0.0,1.0,0.0,15.0,3.0
2010,Rare Exports,1401143.0,4790,0,1.0,5.0,29.0,1.0,0.0,5.0,0.0,29.0,0.0
2010,Como Esquecer,1735853.0,5830,3,-1.0,0.0,-12.0,0.0,1.0,3.0,3.0,3.0,15.0
2009,El nino pez,1235842.0,5034,3,-1.0,-2.0,2.5,0.0,1.0,0.0,2.0,17.5,15.0
1942,I Married an Angel,34882.0,1686,3,1.0,2.0,4.5,1.0,0.0,3.0,1.0,61.5,57.0
2006,Farval Falkenberg,855805.0,3957,0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,8.0,7.0
2009,Mystery Team,1237838.0,8146,1,1.0,5.0,22.5,1.0,0.0,5.0,0.0,29.5,7.0
2003,"Blind Swordsman: Zatoichi, The",363226.0,1527,2,1.0,1.0,19.0,1.0,0.0,1.0,0.0,22.0,3.0
2005,Separate Lies,369053.0,4783,1,1.0,2.0,7.0,1.0,0.0,2.0,0.0,12.0,5.0
2010,Welcome to the Rileys,1183923.0,2049,3,1.0,1.0,6.5,1.0,0.0,1.0,0.0,17.5,11.0
2013,A Case of You,1817081.0,7765,3,-1.0,3.0,6.5,0.0,1.0,3.0,0.0,16.0,9.5
2000,X-Men,120903.0,101,1,1.0,3.0,50.0,1.0,0.0,3.0,0.0,63.5,13.5
2014,Hoje Eu Quero Voltar Sozinho,1702014.0,5388,3,1.0,1.0,-2.0,1.0,0.0,1.0,0.0,5.0,7.0
1972,1776,68156.0,2986,1,1.0,3.0,35.0,1.0,0.0,3.0,0.0,36.5,1.5
2016,Jane Got a Gun,2140037.0,6670,0,1.0,4.0,5.0,1.0,0.0,4.0,0.0,19.5,14.5
2009,In the Loop,1226774.0,496,3,1.0,6.0,7.0,1.0,0.0,6.0,0.0,24.0,17.0
1931,Frankenstein,21884.0,1317,1,1.0,4.5,4.5,1.0,0.0,6.0,1.5,15.0,10.5
1925,"Gold Rush, The",15864.0,1309,0,1.0,1.0,33.5,1.0,0.0,1.0,0.0,70.0,36.5
1943,Ossessione,35160.0,8801,1,0.0,6.0,1.0,0.0,0.0,6.0,0.0,4.0,3.0
2005,"Hitchhiker&#39;s Guide to the Galaxy, The",371724.0,76,1,1.0,1.5,36.0,1.0,0.0,2.0,0.5,50.5,14.5
1975,Inserts,73172.0,8958,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0
1994,Birds 2: Land&#39;s End,109275.0,4645,3,2.0,2.0,-0.5,2.0,0.0,3.0,1.0,6.0,6.5
1954,Animal Farm,47834.0,7346,0,0.0,3.0,2.0,1.0,1.0,5.0,2.0,2.0,0.0
2016,My Big Fat Greek Wedding 2,3760922.0,8273,3,1.0,-1.0,7.5,1.0,0.0,0.0,1.0,27.5,20.0
2010,Certified Copy,1020773.0,2119,3,1.0,0.0,0.0,1.0,0.0,1.0,1.0,5.0,5.0
1996,August,115591.0,3383,3,1.0,3.0,-1.5,1.0,0.0,3.0,0.0,8.0,9.5
2001,La fille de Keltoum,312687.0,2745,3,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,3.0,4.0
2010,It&#39;s Kind of a Funny Story,804497.0,2113,1,-0.5,0.5,4.5,0.5,1.0,1.5,1.0,21.0,16.5
1944,A Canterbury Tale,36695.0,6515,3,2.0,2.0,49.5,2.0,0.0,2.0,0.0,64.0,14.5
2013,August: Osage County,1322269.0,4880,3,1.0,-1.0,4.0,1.0,0.0,0.0,1.0,11.0,7.0
2012,Halo 4: Forward Unto Dawn,2262308.0,8479,3,1.0,2.0,11.0,1.0,0.0,2.0,0.0,19.0,8.0
2010,Chico &amp; Rita,1235830.0,1831,2,1.5,2.0,10.5,1.5,0.0,2.0,0.0,25.5,15.0
2020,I&#39;m Thinking of Ending Things,7939766.0,10140,0,0.5,1.5,6.5,0.5,0.0,1.5,0.0,17.5,11.0
2009,Harry Brown,1289406.0,3345,1,1.0,1.0,13.0,1.0,0.0,1.0,0.0,29.5,16.5
2005,"Wedding Date, The",372532.0,3767,3,-1.0,-2.0,11.5,0.0,1.0,0.0,2.0,22.0,10.5
2018,Ophelia,5690810.0,9140,3,-1.0,-1.0,-1.0,0.0,1.0,1.0,2.0,11.5,12.5
1998,Tomorrow Night,140627.0,6679,2,1.0,1.0,16.0,1.0,0.0,1.0,0.0,21.5,5.5
2019,Saand Ki Aankh,8108206.0,9097,3,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0
2011,She Monkeys,1827358.0,2592,3,-1.0,-2.0,-10.0,0.0,1.0,0.0,2.0,4.0,14.0
2013,Sleeping with the Fishes,2286988.0,8954,3,-1.0,-1.0,3.5,0.0,1.0,0.0,1.0,13.5,10.0
2006,Que tan lejos,951297.0,8060,3,-1.0,-1.0,7.0,0.0,1.0,0.0,1.0,17.0,10.0
2010,Super,1512235.0,2288,1,1.0,1.0,30.5,1.0,0.0,1.0,0.0,42.0,11.5
2003,Holes,311289.0,1136,2,1.0,2.0,31.0,1.0,0.0,2.0,0.0,45.5,14.5
1945,"Enchanted Cottage, The",37671.0,2434,3,1.0,2.0,-1.0,1.0,0.0,2.0,0.0,9.5,10.5
2015,"Last Witch Hunter, The",1618442.0,6684,3,0.0,1.5,30.5,0.0,0.0,1.5,0.0,79.0,48.5
2019,Missing Link,6348138.0,9099,1,0.5,0.5,23.5,0.5,0.0,0.5,0.0,30.5,7.0
1971,Vampyros Lesbos,66380.0,7387,3,0.5,2.5,0.0,0.5,0.0,3.5,1.0,4.5,4.5
2003,Tough Luck,376263.0,2901,0,1.0,2.0,12.0,1.0,0.0,2.0,0.0,17.0,5.0
2015,Harter Brocken,3981858.0,7931,3,1.0,1.0,4.0,1.0,0.0,1.0,0.0,8.0,4.0
2011,Gosick,1872328.0,7809,3,8.0,0.0,2.0,9.0,1.0,2.0,2.0,34.0,32.0
1998,Halloweentown,173886.0,8682,3,1.0,4.0,4.0,1.0,0.0,4.0,0.0,13.5,9.5
1985,"Care Bears Movie, The",88885.0,4123,3,-1.0,2.0,-2.5,0.0,1.0,5.0,3.0,9.0,11.5
2013,Adult World,1067765.0,6699,3,1.0,1.0,8.0,1.0,0.0,1.0,0.0,16.5,8.5
2018,Isle of Dogs,5104604.0,8137,3,1.0,4.0,8.5,1.0,0.0,4.0,0.0,20.0,11.5
2012,Populaire,2070776.0,4033,3,1.0,3.0,-54.0,1.0,0.0,3.0,0.0,38.0,92.0
2008,35 Shots of Rum,1100048.0,2516,3,-1.0,-1.0,2.5,0.0,1.0,0.0,1.0,11.0,8.5
1990,Dragon Ball Z: Bardock - The Father of Goku,142245.0,7426,0,2.0,3.5,16.0,2.0,0.0,3.5,0.0,23.0,7.0
2009,Hachi: A Dog&#39;s Tale,1028532.0,8555,1,1.0,1.0,26.5,1.0,0.0,1.0,0.0,38.5,12.0
2011,I Am Number Four,1464540.0,2063,1,0.0,2.5,22.5,0.0,0.0,3.0,0.5,38.5,16.0
1991,Delta Force 3: The Killing Game,101702.0,9533,0,0.5,3.0,29.0,0.5,0.0,3.0,0.0,34.5,5.5
1978,Avalanche,77189.0,2584,2,0.5,0.5,3.0,0.5,0.0,1.5,1.0,10.0,7.0
1986,"Delta Force, The",90927.0,9531,1,1.0,2.0,39.5,1.0,0.0,2.0,0.0,49.0,9.5
2006,Barbie in the 12 Dancing Princesses,859594.0,5549,3,1.0,-1.0,-7.0,1.0,0.0,1.0,2.0,7.5,14.5
2004,Ocean's Twelve,349903.0,475,2,1.0,3.0,25.5,1.0,0.0,3.0,0.0,56.0,30.5
1985,Tampopo,92048.0,5795,1,0.0,0.0,6.5,0.0,0.0,0.0,0.0,13.5,7.0
2017,La llamada,5176252.0,8027,3,1.0,2.0,-12.0,1.0,0.0,2.0,0.0,8.0,20.0
1998,54,120577.0,1040,1,1.0,1.0,15.0,1.0,0.0,1.0,0.0,53.0,38.0
2012,Wanderlust,1655460.0,3473,3,1.0,2.0,13.0,1.0,0.0,2.0,0.0,33.5,20.5
1942,Saludos Amigos,36326.0,7696,0,5.0,8.0,8.0,5.0,0.0,8.0,0.0,9.5,1.5
1988,Spoorloos,96163.0,5881,1,1.0,3.0,1.5,1.0,0.0,3.0,0.0,11.5,10.0
2019,"Kitchen, The",5822564.0,9337,3,-1.0,-1.0,32.0,0.0,1.0,0.0,1.0,61.0,29.0
2015,Vampyres,3654680.0,8356,3,1.0,3.0,-4.0,1.0,0.0,3.0,0.0,6.0,10.0
1978,Starcrash,79946.0,8160,3,1.0,2.0,3.0,1.0,0.0,2.0,0.0,11.0,8.0
2000,Scream 3,134084.0,4644,3,1.0,1.0,12.0,1.0,0.0,1.0,0.0,25.0,13.0
