year,title,imdbid,id,rating,directors,writers,cast,directors_male,directors_female,writers_male,writers_female,cast_male,cast_female
2009,Deadline,1242618.0,4049,3,1.0,1.0,-2.0,1.0,0.0,1.0,0.0,2.0,4.0
2014,Song of the Sea,1865505.0,6182,3,1.0,1.5,4.5,1.0,0.0,1.5,0.0,7.5,3.0
1980,Cannibal Holocaust,78935.0,2278,1,1.0,2.0,9.0,1.0,0.0,2.0,0.0,12.0,3.0
2018,Upgrade,6499752.0,9520,2,-0.5,-0.5,12.5,0.0,0.5,0.0,0.5,23.0,10.5
1990,It,99864.0,454,1,1.0,4.0,18.0,1.0,0.0,4.0,0.0,36.5,18.5
1944,Double Indemnity,36775.0,1416,3,1.0,3.0,15.5,1.0,0.0,3.0,0.0,22.5,7.0
1983,Educating Rita,85478.0,1105,3,1.0,3.0,7.0,1.0,0.0,3.0,0.0,15.5,8.5
2008,Starship Troopers 3: Marauder,844760.0,1,3,1.0,1.0,22.0,1.0,0.0,1.0,0.0,33.5,11.5
1999,Aristocrats,204082.0,6933,3,1.0,-2.0,42.0,1.0,0.0,0.0,2.0,61.0,19.0
2011,Contagion,1598778.0,2673,3,1.0,1.0,55.0,1.0,0.0,1.0,0.0,120.5,65.5
2007,Ballet Shoes,1083845.0,3617,3,-1.0,0.0,-20.0,0.0,1.0,1.0,1.0,7.0,27.0
2005,"40 Year Old Virgin, The",405422.0,816,3,1.0,2.0,-21.5,1.0,0.0,2.0,0.0,23.5,45.0
2011,Another Happy Day,1719071.0,3325,3,0.5,0.5,8.5,0.5,0.0,0.5,0.0,22.5,14.0
2020,"Call, The",10530176.0,9362,3,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.5,1.5
2017,12 feet deep,5143226.0,9469,3,1.0,2.0,3.0,1.0,0.0,2.0,0.0,5.0,2.0
2009,"Taking of Pelham 123, The",1111422.0,456,0,1.0,2.0,82.5,1.0,0.0,2.0,0.0,100.5,18.0
2017,Djam,6814914.0,8384,3,1.0,1.0,10.0,1.0,0.0,1.0,0.0,13.0,3.0
2002,Treasure Planet,133240.0,1944,3,2.0,7.5,13.0,2.0,0.0,7.5,0.0,21.5,8.5
1920,"Cabinet of Dr. Caligari, The",10323.0,1306,0,1.0,2.0,7.0,1.0,0.0,2.0,0.0,9.0,2.0
1998,"Man in the Iron Mask, The",120744.0,1154,1,1.0,2.0,12.0,1.0,0.0,2.0,0.0,21.0,9.0
1968,Carry On... Up the Khyber,62782.0,3626,3,1.0,2.0,8.5,1.0,0.0,2.0,0.0,30.5,22.0
2014,"Rover, The",2345737.0,5559,0,1.0,3.0,11.0,1.0,0.0,3.0,0.0,16.5,5.5
2018,BlacKkKlansman,7349662.0,8368,3,0.0,3.5,27.0,0.0,0.0,3.5,0.0,37.5,10.5
2014,Kraftidioten,2675914.0,5900,1,1.0,0.5,31.5,1.0,0.0,1.0,0.5,36.0,4.5
2015,"assassin, The",3508840.0,9942,2,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,1.0
2018,Andid edlilega (And Breathe Normally),6776106.0,8612,3,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,4.0
2010,Leap Year,1216492.0,8482,3,1.0,0.0,9.0,1.0,0.0,1.0,1.0,25.0,16.0
1955,Rififi,48021.0,3404,1,1.0,5.0,11.5,1.0,0.0,5.0,0.0,20.5,9.0
2010,Spiderhole,1496884.0,5100,3,1.0,1.0,5.0,1.0,0.0,1.0,0.0,11.0,6.0
1992,"Cutting Edge, The",104040.0,4839,3,1.0,1.0,9.0,1.0,0.0,1.0,0.0,29.5,20.5
2018,"Boat, The",7468616.0,9976,0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0
2011,Dolphin Tale,1564349.0,2691,2,1.0,-0.5,2.0,1.0,0.0,0.5,1.0,23.5,21.5
2010,Frozen,1323045.0,3676,1,1.0,1.0,9.5,1.0,0.0,1.0,0.0,11.0,1.5
2014,"Hundred-Foot Journey, The",2980648.0,5692,3,1.0,2.0,15.5,1.0,0.0,2.0,0.0,25.5,10.0
2016,Sing,3470600.0,7355,3,2.0,1.0,18.0,2.0,0.0,1.0,0.0,36.5,18.5
1976,Az otodik pecset,75467.0,8541,1,1.0,2.0,6.0,1.0,0.0,2.0,0.0,11.0,5.0
2014,Jane the Virgin,3566726.0,7408,3,4.0,-16.5,-9.0,15.0,11.0,10.0,26.5,382.5,391.5
2017,Godard Mon Amour,5687334.0,8657,1,1.0,0.0,30.0,1.0,0.0,1.0,1.0,42.5,12.5
2006,Talladega Nights: The Ballad of Ricky Bobby,415306.0,9272,2,1.0,1.5,59.0,1.0,0.0,1.5,0.0,72.0,13.0
2013,Hannas Reise,2429414.0,5096,3,-1.0,-1.0,-1.5,0.0,1.0,1.0,2.0,12.5,14.0
1977,Peppermint Soda,75939.0,9113,3,-1.0,0.0,-11.0,0.0,1.0,1.0,1.0,11.0,22.0
1990,Bimbos B.C.,196378.0,2379,3,1.0,1.0,-2.0,1.0,0.0,1.0,0.0,2.0,4.0
2020,Love and Monsters,2222042.0,9661,2,1.0,3.0,6.0,1.0,0.0,3.0,0.0,15.0,9.0
2002,"Sum of All Fears, The",164184.0,10041,1,1.0,3.0,67.5,1.0,0.0,3.0,0.0,85.0,17.5
2012,"Pirates! Band of Misfits, The",1430626.0,3167,1,2.0,2.0,12.5,2.0,0.0,2.0,0.0,17.0,4.5
1953,Salome,46269.0,3125,3,1.0,3.0,63.0,1.0,0.0,3.0,0.0,69.5,6.5
1936,Osaka Elegy,28021.0,2853,3,1.0,3.0,1.0,1.0,0.0,3.0,0.0,4.0,3.0
2013,O Tempo e o Vento,2401711.0,4642,3,0.5,0.0,8.5,0.5,0.0,1.0,1.0,16.0,7.5
2016,Hunt for the Wilderpeople,4698684.0,7377,3,0.0,1.0,8.0,0.0,0.0,1.0,0.0,13.0,5.0
1972,"Hitchhikers, The",67206.0,9736,3,0.0,-1.0,3.0,1.0,1.0,1.0,2.0,7.0,4.0
2010,Peacock,1188113.0,962,1,1.0,1.5,15.0,1.0,0.0,1.5,0.0,22.5,7.5
1931,"Champ, The",21730.0,9110,1,1.0,-1.0,9.5,1.0,0.0,1.0,2.0,12.5,3.0
2017,All the Money in the World,5294550.0,7979,2,1.0,2.0,25.5,1.0,0.0,2.0,0.0,51.5,26.0
1971,Duel,67023.0,6351,0,1.0,2.0,4.0,1.0,0.0,2.0,0.0,8.0,4.0
1999,Operation Delta Force 4: Deep Fault,194800.0,9534,0,1.0,2.0,15.0,1.0,0.0,2.0,0.0,19.0,4.0
2005,Kronk&#39;s New Groove,401398.0,8139,3,2.0,7.5,4.5,2.0,0.0,7.5,0.0,13.0,8.5
2013,"Bling Ring, The",2132285.0,4296,3,-1.0,-2.0,2.0,0.0,1.0,0.0,2.0,30.5,28.5
2006,Tekkon kinkurito,831888.0,2002,0,1.0,1.0,14.5,1.0,0.0,1.0,0.0,34.0,19.5
2007,Halloween,373883.0,3655,3,1.0,1.0,8.0,1.0,0.0,2.0,1.0,27.0,19.0
2012,"Door, The",1194577.0,3854,3,1.0,-1.0,0.0,1.0,0.0,1.0,2.0,16.0,16.0
1979,"Warriors, The",80120.0,695,1,1.0,1.0,76.5,1.0,0.0,2.0,1.0,92.0,15.5
2019,A New Christmas,9201720.0,9361,1,1.0,3.0,-5.5,1.0,0.0,3.0,0.0,7.5,13.0
2009,Coraline,327597.0,314,3,1.0,2.0,6.5,1.0,0.0,2.0,0.0,13.5,7.0
2019,Close,5316540.0,8617,3,-1.0,0.0,4.0,0.0,1.0,1.0,1.0,11.5,7.5
1994,"Corrina, Corrina",109484.0,3840,3,-1.0,-1.0,4.0,0.0,1.0,0.0,1.0,21.0,17.0
2016,Nowhereland,3115906.0,9746,3,0.5,0.5,16.0,0.5,0.0,0.5,0.0,30.0,14.0
2010,El dios de madera,1511354.0,1215,3,1.0,1.0,-7.5,1.0,0.0,1.0,0.0,3.5,11.0
2013,Remember Sunday,2770480.0,5845,3,1.0,2.0,15.5,1.0,0.0,2.0,0.0,26.0,10.5
1934,Maniac,25465.0,4702,3,1.0,-1.0,3.0,1.0,0.0,0.0,1.0,7.0,4.0
2001,Spy Kids,227538.0,1904,3,1.0,1.0,16.5,1.0,0.0,1.0,0.0,25.0,8.5
2013,Kill for Me,2085957.0,5809,3,1.0,3.0,1.5,1.0,0.0,3.0,0.0,8.5,7.0
2013,Dragon Lore: Curse of the Shadow,2250234.0,4203,1,1.0,1.0,32.0,1.0,0.0,1.0,0.0,52.5,20.5
2011,Age of the Dragons,1594917.0,3943,0,0.5,1.0,16.0,0.5,0.0,2.0,1.0,22.0,6.0
2009,Last Train Home,1512201.0,2126,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2006,Poultrygeist: Night of the Chicken Dead,462485.0,5262,1,1.0,3.0,33.0,1.0,0.0,3.0,0.0,68.5,35.5
2005,Match Point,416320.0,4077,3,1.0,1.0,6.0,1.0,0.0,1.0,0.0,21.5,15.5
1989,"Dream Team, The",97235.0,4579,0,1.0,2.0,33.5,1.0,0.0,2.0,0.0,47.5,14.0
1979,Scum,79871.0,9417,0,1.0,1.0,35.0,1.0,0.0,1.0,0.0,35.0,0.0
1957,Amanecer en Puerta Oscura,50116.0,7420,3,1.0,1.0,12.0,1.0,0.0,2.0,1.0,16.0,4.0
1988,Appleseed,94668.0,4374,3,1.0,1.0,5.0,1.0,0.0,1.0,0.0,13.0,8.0
1990,Bullet in the Head,99426.0,9529,1,1.0,1.0,7.5,1.0,0.0,2.0,1.0,9.0,1.5
2012,What to Expect When You&#39;re Expecting,1586265.0,3275,3,1.0,-3.0,-5.5,1.0,0.0,0.0,3.0,49.5,55.0
1982,E.T.: The Extra-Terrestrial,83866.0,1645,3,1.0,-1.0,20.0,1.0,0.0,0.0,1.0,29.0,9.0
1975,"Sal&ograve; o le 120 giornate di Sodoma [Salo, or the 120 Days of Sodom]",73650.0,7238,3,1.0,3.0,2.0,1.0,0.0,3.0,0.0,23.0,21.0
1931,Night Nurse,22208.0,636,3,1.0,1.0,3.5,1.0,0.0,2.0,1.0,12.5,9.0
2009,"Young Victoria, The",962736.0,1490,3,0.0,1.0,22.5,0.0,0.0,1.0,0.0,38.0,15.5
2019,Cold Pursuit,5719748.0,8639,1,1.0,0.5,23.5,1.0,0.0,1.0,0.5,35.5,12.0
1996,Trainspotting,117951.0,137,2,1.0,2.0,17.0,1.0,0.0,2.0,0.0,25.5,8.5
2003,Jeepers Creepers II,301470.0,3542,3,1.0,2.0,17.5,1.0,0.0,2.0,0.0,22.5,5.0
2019,Zombieland: Double Tap,1560220.0,8927,3,1.0,5.0,18.5,1.0,0.0,5.0,0.0,31.5,13.0
2014,Someone Marry Barry,1978532.0,6207,2,1.0,1.0,4.0,1.0,0.0,1.0,0.0,24.0,20.0
2011,Dream House,1462041.0,2834,3,1.0,1.0,10.0,1.0,0.0,1.0,0.0,21.0,11.0
2000,28 Days,191754.0,954,3,-1.0,-1.0,-0.5,0.0,1.0,0.0,1.0,22.0,22.5
2013,Planes,1691917.0,4463,1,0.0,4.0,14.0,0.0,0.0,4.0,0.0,22.5,8.5
2016,Norman,4191702.0,7952,1,1.0,1.0,25.5,1.0,0.0,1.0,0.0,53.0,27.5
1991,Motorama,104922.0,2857,1,1.0,1.0,19.5,1.0,0.0,1.0,0.0,27.5,8.0
1999,"Iron Giant, The",129167.0,884,0,1.0,5.0,13.0,1.0,0.0,5.0,0.0,19.5,6.5
1989,Star Trek V: The Final Frontier,98382.0,1201,1,1.0,3.5,11.0,1.0,0.0,3.5,0.0,19.5,8.5
1992,Dragon Inn,105859.0,6862,3,2.0,1.5,1.5,2.0,0.0,1.5,0.0,3.5,2.0
2012,Amour,1602620.0,3780,3,1.0,1.0,0.0,1.0,0.0,1.0,0.0,6.0,6.0
1994,Runaway Daughters,111033.0,8004,3,1.0,2.5,14.0,1.0,0.0,2.5,0.0,22.5,8.5
1991,"Five Heartbeats, The",101891.0,5814,1,1.0,1.0,33.5,1.0,0.0,1.0,0.0,52.5,19.0
1978,H&ouml;stsonaten,77711.0,515,3,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,6.0,7.0
2012,2 Days in New York,1602472.0,4101,3,-1.0,-1.0,2.5,0.0,1.0,2.0,3.0,16.0,13.5
1967,Daikaiju kuchusen: Gamera tai Gyaosu,61695.0,6744,0,2.0,0.0,2.5,2.0,0.0,0.0,0.0,5.5,3.0
2010,Of god and men (Des hommes et des dieux),1588337.0,1820,0,1.0,2.0,13.5,1.0,0.0,2.0,0.0,18.0,4.5
1998,Lick the Star,197626.0,6531,3,-1.0,-2.0,-3.0,0.0,1.0,0.0,2.0,5.0,8.0
2015,Hitman: Agent 47,2679042.0,8334,0,1.0,5.0,24.5,1.0,0.0,5.0,0.0,37.5,13.0
2005,Last Order: Final Fantasy VII,489134.0,4718,0,2.0,3.0,6.0,2.0,0.0,3.0,0.0,9.0,3.0
2013,Tangerines,2991224.0,7533,0,1.0,2.0,16.0,1.0,0.0,3.0,1.0,16.0,0.0
1995,True Crime,114736.0,10099,3,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,8.0,8.5
2014,Heaven Is For Real,1929263.0,8330,2,1.0,2.0,6.0,1.0,0.0,2.5,0.5,24.0,18.0
1998,Small Soldiers,122718.0,2896,1,1.0,3.5,15.0,1.0,0.0,3.5,0.0,25.0,10.0
2009,Villa Amalia,1348327.0,1036,3,1.0,3.0,-4.0,1.0,0.0,3.0,0.0,15.0,19.0
2014,Ouija,1204977.0,5981,3,0.0,-1.0,-1.0,0.0,0.0,0.0,1.0,10.5,11.5
1940,"Grapes of Wrath, The",32551.0,1387,3,1.0,1.0,83.5,1.0,0.0,1.0,0.0,106.5,23.0
2016,"Edge of Seventeen, The",1878870.0,7515,3,-0.5,-0.5,2.0,0.0,0.5,0.0,0.5,13.5,11.5
1993,Matinee,107529.0,6844,1,1.0,2.0,30.5,1.0,0.0,2.0,0.0,47.0,16.5
2007,Smiley Face,780608.0,5245,3,1.0,0.5,22.0,1.0,0.0,0.5,0.0,25.0,3.0
2007,Cutlass,1107809.0,2676,3,-1.0,-1.0,2.5,0.0,1.0,0.0,1.0,5.5,3.0
2019,Pet Sematary,837563.0,8824,3,2.0,3.0,-1.0,2.0,0.0,3.0,0.0,11.0,12.0
1995,How to Make an American Quilt,113347.0,640,3,-1.0,-0.5,-2.5,0.0,1.0,0.5,1.0,21.0,23.5
2005,Strangers with Candy,369994.0,2511,3,1.0,3.0,10.5,1.0,0.0,5.0,2.0,33.0,22.5
1924,Manhandled,15116.0,2020,3,1.0,3.5,3.0,1.0,0.0,3.5,0.0,8.0,5.0
2021,"Green Knight, The",9243804.0,10015,1,1.0,0.5,-4.5,1.0,0.0,1.0,0.5,17.0,21.5
2010,All About Evil,1307858.0,4274,3,1.0,1.0,9.0,1.0,0.0,1.0,0.0,31.5,22.5
2016,Lion,3741834.0,7464,2,1.0,1.0,-2.5,1.0,0.0,1.0,0.0,12.0,14.5
1982,"Fits, The",4238858.0,7348,1,-1.0,-3.0,-11.5,0.0,1.0,0.0,3.0,15.0,26.5
1949,"Adventures of Ichabod and Mr. Toad, The",41094.0,7059,0,3.0,6.0,10.0,3.0,0.0,6.0,0.0,12.5,2.5
2004,"Chronicles of Riddick, The",296572.0,1539,2,1.0,3.0,27.5,1.0,0.0,3.0,0.0,34.5,7.0
2011,Le Havre,1508675.0,2909,3,-1.0,-1.0,37.5,0.0,1.0,0.0,1.0,46.5,9.0
2010,Unstoppable,477080.0,1759,3,1.0,1.0,45.0,1.0,0.0,1.0,0.0,65.5,20.5
1964,Viva Las Vegas,58725.0,3680,0,1.0,-1.0,50.5,1.0,0.0,0.0,1.0,58.5,8.0
2014,Housebound,3504048.0,5730,3,1.0,1.0,2.0,1.0,0.0,1.0,0.0,8.0,6.0
2016,Always Shine,4392770.0,7525,3,-1.0,1.0,2.5,0.0,1.0,1.0,0.0,9.0,6.5
2008,Aanrijding in Moscou,948530.0,6681,3,1.0,1.0,-1.5,1.0,0.0,1.0,0.0,7.0,8.5
2007,Free Rainer,810868.0,1524,2,1.0,0.0,16.5,1.0,0.0,1.0,1.0,60.5,44.0
1977,"Man Who Loved Women, The",76155.0,3952,1,1.0,1.0,-14.0,1.0,0.0,2.0,1.0,15.0,29.0
2019,A Dog&#39;s Journey,8385474.0,8946,3,-0.5,-1.0,1.0,0.0,0.5,1.0,2.0,16.0,15.0
1945,I Know Where I&#39;m Going,37800.0,1213,3,2.0,2.0,16.0,2.0,0.0,2.0,0.0,24.0,8.0
1994,"Secret of Roan Inish, The",111112.0,8446,3,1.0,0.0,6.0,1.0,0.0,1.0,1.0,12.0,6.0
2009,"Descent: Part 2, The",1073105.0,6533,3,1.0,3.0,5.5,1.0,0.0,3.0,0.0,12.5,7.0
2014,I Origins,2884206.0,6045,3,1.0,1.0,2.0,1.0,0.0,1.0,0.0,13.5,11.5
1984,Night of the Comet,87799.0,3489,3,1.0,1.0,16.5,1.0,0.0,1.0,0.0,24.0,7.5
1982,Sophie&#39;s Choice,84707.0,1003,3,1.0,2.0,12.5,1.0,0.0,2.0,0.0,24.0,11.5
2007,Across the Universe,445922.0,4028,3,-1.0,3.0,118.0,0.0,1.0,4.0,1.0,212.5,94.5
2018,Woman at War,7279188.0,8349,3,1.0,2.0,6.0,1.0,0.0,2.0,0.0,19.0,13.0
2014,"Adventurer: The Curse of the Midas Box, The",1376213.0,5207,1,1.0,2.0,29.5,1.0,0.0,2.0,0.0,34.0,4.5
2020,Superintelligence,7178640.0,9421,3,1.0,1.0,28.5,1.0,0.0,1.0,0.0,47.5,19.0
2013,"Grandmaster, The",1462900.0,4156,1,0.0,0.0,2.5,0.0,0.0,0.0,0.0,6.5,4.0
2020,Eurovision Song Contest: The Story of Fire Saga,8580274.0,9295,3,1.0,1.5,20.5,1.0,0.0,1.5,0.0,65.0,44.5
2004,"Phantom of the Opera, The",293508.0,2448,2,1.0,4.0,16.0,1.0,0.0,4.0,0.0,73.0,57.0
2008,"Sky Crawlers, The",1056437.0,1829,3,1.0,0.5,-2.0,1.0,0.0,1.0,0.5,17.5,19.5
1912,Max and the Donkey,277865.0,5357,0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0
1999,Anywhere But Here,149691.0,2133,3,1.0,0.0,-9.5,1.0,0.0,1.0,1.0,22.0,31.5
2006,"Fast and the Furious: Tokyo Drift , The",463985.0,9119,1,1.0,0.5,11.0,1.0,0.0,0.5,0.0,39.5,28.5
2013,Still Life,2395417.0,5076,1,1.0,1.0,35.0,1.0,0.0,1.0,0.0,43.0,8.0
1932,Thirteen Women,23582.0,6852,3,1.0,0.0,7.5,1.0,0.0,1.0,1.0,23.0,15.5
2014,God&#39;s Not Dead,2528814.0,5337,3,1.0,3.5,11.5,1.0,0.0,3.5,0.0,34.5,23.0
1991,Dragon Ball Z: Cooler&#39;s Revenge,1125254.0,6089,0,1.0,2.5,11.5,1.0,0.0,2.5,0.0,23.0,11.5
2006,Behind the Mask: The Rise of Leslie Vernon,437857.0,9091,1,1.0,2.0,5.5,1.0,0.0,2.0,0.0,14.5,9.0
1961,Snow White and the Three Stooges,55458.0,5797,3,2.0,4.0,13.0,2.0,0.0,4.0,0.0,20.5,7.5
2011,Source Code,945513.0,2161,1,1.0,1.0,10.5,1.0,0.0,1.0,0.0,22.0,11.5
1979,Stalker,79944.0,3667,1,1.0,6.0,3.0,1.0,0.0,6.0,0.0,5.0,2.0
2014,Wicked Blood,2761578.0,5643,3,1.0,1.0,9.5,1.0,0.0,1.0,0.0,14.0,4.5
2007,Ha-Sodot (The Secrets),782867.0,5930,3,1.0,1.0,-10.0,1.0,0.0,1.0,0.0,8.0,18.0
2018,Johnny English Strikes Again,6921996.0,8424,1,1.0,1.0,20.5,1.0,0.0,1.0,0.0,49.5,29.0
1953,Cat Women of the Moon,45609.0,10171,3,1.0,3.0,-2.5,1.0,0.0,3.0,0.0,4.0,6.5
2016,Criminal,3014866.0,6984,3,1.0,2.0,60.0,1.0,0.0,2.0,0.0,85.5,25.5
2006,We Are Marshall,758794.0,2579,1,0.0,-0.5,71.0,0.0,0.0,0.5,1.0,93.0,22.0
1951,Tarzan&#39;s Peril,43695.0,9703,1,1.0,4.0,19.5,1.0,0.0,4.0,0.0,25.0,5.5
2016,Die letzte Sau,5348774.0,7097,1,1.0,2.0,8.0,1.0,0.0,2.0,0.0,11.0,3.0
1936,"Only Son, The",27752.0,3560,3,0.0,2.0,1.5,0.0,0.0,2.0,0.0,5.5,4.0
2005,Flightplan,408790.0,2509,3,1.0,2.0,3.0,1.0,0.0,2.0,0.0,29.5,26.5
1959,A Bucket of Blood,52655.0,4065,2,1.0,1.0,12.5,1.0,0.0,1.0,0.0,16.0,3.5
1987,Predator,93773.0,1928,0,1.0,2.0,13.0,1.0,0.0,2.0,0.0,14.0,1.0
1974,"Texas Chain Saw Massacre, The",72271.0,2814,1,1.0,0.0,13.0,1.0,0.0,1.0,1.0,15.0,2.0
1980,"Final Countdown, The",80736.0,7401,0,1.0,6.5,87.5,1.0,0.0,6.5,0.0,89.5,2.0
2012,Being Flynn,455323.0,6203,1,1.0,2.0,30.5,1.0,0.0,2.0,0.0,48.0,17.5
2017,Marshall,5301662.0,7899,1,1.0,2.0,53.5,1.0,0.0,2.0,0.0,67.5,14.0
1936,Mr. Deeds Goes to Town,27996.0,1992,3,1.0,2.0,77.0,1.0,0.0,2.0,0.0,118.0,41.0
1987,Jaws: The Revenge,93300.0,6920,3,1.0,3.0,9.0,1.0,0.0,3.0,0.0,29.0,20.0
1997,Cop Land,118887.0,9151,0,1.0,1.0,47.5,1.0,0.0,1.0,0.0,59.5,12.0
2012,Seven Psychopaths,1931533.0,3588,1,1.0,1.0,26.0,1.0,0.0,1.0,0.0,36.0,10.0
2015,Invisible Sister,4420110.0,6726,3,1.0,2.0,5.5,1.0,0.0,4.0,2.0,26.5,21.0
2021,Oxygen,6341832.0,9827,3,1.0,-0.5,0.0,1.0,0.0,0.0,0.5,5.0,5.0
2017,Mark Felt: The Man Who Brought Down the White House,5175450.0,8621,2,1.0,3.0,33.5,1.0,0.0,3.0,0.0,44.5,11.0
2015,Eye in the Sky,2057392.0,6836,3,1.0,1.0,28.5,1.0,0.0,1.0,0.0,41.0,12.5
2003,Bon voyage,310778.0,4035,3,1.0,6.0,29.5,1.0,0.0,6.0,0.0,40.5,11.0
1977,A Little Night Music,76319.0,3720,3,1.0,3.0,0.0,1.0,0.0,3.0,0.0,12.0,12.0
1975,Emmanuelle II,72933.0,7008,3,1.0,2.0,-3.5,1.0,0.0,3.0,1.0,7.0,10.5
2007,"Assassination of Jesse James by the Coward Robert Ford, The",443680.0,8535,1,1.0,2.0,18.5,1.0,0.0,2.0,0.0,31.0,12.5
2006,To Have and to Hold,876154.0,4848,3,0.5,2.0,-4.0,0.5,0.0,2.0,0.0,10.0,14.0
1995,Leaving Las Vegas,113627.0,8923,2,1.0,2.0,17.5,1.0,0.0,2.0,0.0,28.5,11.0
1993,"Secret Garden, The",108071.0,1434,3,-1.0,-2.0,0.0,0.0,1.0,0.0,2.0,8.0,8.0
1967,Son of Godzilla,61856.0,6374,0,0.5,0.0,10.5,0.5,0.0,1.0,1.0,11.5,1.0
1996,Homeward Bound II: Lost in San Francisco,116552.0,1087,1,1.0,-1.5,21.0,1.0,0.0,0.5,2.0,37.5,16.5
2009,Black Dynamite,1190536.0,4000,2,1.0,5.0,28.0,1.0,0.0,5.0,0.0,45.0,17.0
2009,Astro Boy,375568.0,906,3,1.0,5.0,13.5,1.0,0.0,5.0,0.0,24.0,10.5
1973,High Plains Drifter,68699.0,5127,1,1.0,2.0,22.5,1.0,0.0,2.0,0.0,26.5,4.0
1960,La Dolce Vita,53779.0,6080,2,1.0,8.0,15.5,1.0,0.0,8.0,0.0,87.0,71.5
2013,A Haunting at Silver Falls,1813609.0,4701,3,1.0,-0.5,6.5,1.0,0.0,1.0,1.5,9.0,2.5
2015,"Four Warriors, The",4026600.0,6336,1,1.0,1.0,9.5,1.0,0.0,1.0,0.0,12.5,3.0
1982,Rocky III,84602.0,6871,0,1.0,1.0,45.5,1.0,0.0,1.0,0.0,48.5,3.0
1953,House of Wax,45888.0,9290,3,1.0,1.0,17.5,1.0,0.0,1.0,0.0,27.0,9.5
2010,"Other Guys, The",1386588.0,1448,2,1.0,1.5,60.5,1.0,0.0,1.5,0.0,91.0,30.5
2017,Gemini,5795086.0,8487,3,1.0,1.0,7.0,1.0,0.0,1.0,0.0,19.5,12.5
2009,Armored,913354.0,3779,0,0.0,1.0,12.0,0.0,0.0,1.0,0.0,16.0,4.0
2015,Uncanny,2321502.0,6692,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0
2006,Black Dahlia,387877.0,4130,1,1.0,2.0,21.0,1.0,0.0,2.0,0.0,31.0,10.0
2003,"Cheetah Girls , The",800318.0,6995,3,1.0,-2.0,3.5,1.0,0.0,0.0,2.0,21.0,17.5
2014,Viharsarok,2474310.0,8531,1,1.0,2.0,44.0,1.0,0.0,2.0,0.0,61.0,17.0
2013,Riley Rewind,2944454.0,4953,3,0.5,-1.0,-3.0,0.5,0.0,0.0,1.0,31.5,34.5
1991,Terminator 2: Judgement Day,103064.0,847,3,1.0,2.0,36.5,1.0,0.0,2.0,0.0,45.0,8.5
2006,5ive Girls,494199.0,6137,3,1.0,1.0,-2.0,1.0,0.0,1.0,0.0,4.0,6.0
2007,Love Songs,996605.0,1741,3,1.0,1.0,3.5,1.0,0.0,1.0,0.0,9.5,6.0
2010,Howl,1049402.0,2778,0,2.0,3.0,12.0,2.0,0.0,3.0,0.0,44.0,32.0
2001,Shallow Hal,256380.0,4058,3,2.0,3.0,-0.5,2.0,0.0,3.0,0.0,115.0,115.5
1973,"Baby, The",69754.0,6815,3,1.0,1.0,-0.5,1.0,0.0,1.0,0.0,6.0,6.5
1965,"Knack... and How to Get It, The",59362.0,10001,0,1.0,0.0,3.0,1.0,0.0,1.0,1.0,23.0,20.0
2014,Thegidi,3565264.0,6263,2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0
2012,People Like Us,1716777.0,3386,3,1.0,1.5,17.0,1.0,0.0,2.0,0.5,38.0,21.0
1998,Kuch Kuch Hota Hai,172684.0,5885,3,-1.0,-3.0,-5.0,0.0,1.0,0.0,3.0,3.0,8.0
2014,Atlas Shrugged: Who Is John Galt?,2800038.0,5745,3,1.0,2.0,29.0,1.0,0.0,3.0,1.0,44.0,15.0
2013,Les Reines du Ring (English: Wrestling Queens),2330546.0,4866,3,0.0,2.0,6.0,0.0,0.0,6.0,4.0,23.0,17.0
2014,"Monuments Men, The",2177771.0,5144,0,1.0,4.0,95.0,1.0,0.0,4.0,0.0,103.0,8.0
2016,Courier X,3589968.0,8705,0,1.0,1.0,29.0,1.0,0.0,1.0,0.0,33.0,4.0
2001,"Princess Diaries, The",247638.0,359,3,1.0,-2.0,11.5,1.0,0.0,0.0,2.0,63.5,52.0
1938,Bringing Up Baby,29947.0,3400,3,1.0,-1.0,17.5,1.0,0.0,1.0,2.0,35.5,18.0
2016,Allied,3640424.0,8341,3,1.0,1.0,22.0,1.0,0.0,1.0,0.0,53.5,31.5
2010,"Last Exorcism, The",1320244.0,1612,3,1.0,1.0,2.5,1.0,0.0,1.0,0.0,11.5,9.0
1982,Fanny and Alexander,83922.0,3078,2,1.0,1.0,10.0,1.0,0.0,1.0,0.0,42.0,32.0
2013,Plush,2226519.0,6272,3,-1.0,0.0,3.0,0.0,1.0,1.0,1.0,13.0,10.0
1948,Anna Karenina,40098.0,1262,2,1.0,4.0,9.5,1.0,0.0,4.0,0.0,26.0,16.5
